pack_id,source_run,source_type,eval_id,category,subcategory,question,answer,decision,model,elapsed_ms,expected_lane,expected_action,expected_keywords,risk_level,conversation_group,turn_no,citation_0_title,citation_1_title,citation_2_title,human_score,human_notes,review_status,priority,expert_score,expert_notes,final_score,final_notes
ACC-0032,eval_50_human_scored,historical_scored,EV-032,设备安全,分析仪器,使用高效液相色谱仪(HPLC)有哪些安全注意事项？,使用HPLC时需注意：1.使用挥发性、刺激性流动相必须在通风柜内操作，确认前窗高度与风速正常。2.全程佩戴护目镜、实验服和耐有机溶剂手套，避免皮肤、眼睛接触。3.有机溶剂废液应分类入有机废液桶，禁止下水道，贴好标签。4.高压泵上电前检查管路密封与接地，按SOP开机；紧急时立即停泵并报告。,dify_answer,dify-workflow,68546,,,HPLC;废液;乙腈;甲醇;压力,,,,设备-高效液相色谱仪(HPLC)安全使用,激光安全-激光器操作规范,设备-气相色谱仪安全使用,3,HPLC有机溶剂、高压泵、废液分类、紧急停机四维度完整,scored,P2,,,3,HPLC有机溶剂、高压泵、废液分类、紧急停机四维度完整
ACC-0033,eval_50_human_scored,historical_scored,EV-033,设备安全,分析仪器,核磁共振波谱仪(NMR)使用前需要了解哪些安全知识？,"{""answer"":""使用NMR前需知：强磁场危险，禁止铁磁物和电子设备入内。低温液体防冻，警惕失超。须经培训。"",""steps"":[""了解强磁场风险，禁带铁磁物品、心脏起搏器"",""穿合适衣物，防低温液体冻伤"",""熟悉失超报警和紧急疏散程序"",""经仪器操作培训，按SOP使用""],""ppe"":[""安全鞋"",""护目镜（操作液氦时）"",""隔热手套（防低温冻伤）"",""实验服（非金属）""],""forbidden"":[""携带铁磁性物品"",""佩戴心脏起搏器进入"",""在磁体附近使用电子设备"",""未经许可独立操作""],""emergency"":""失超时立即撤离，禁乘电梯；人员冻伤用温水复温，就医""}",dify_answer,dify-workflow,12298,,,NMR;强磁场;心脏起搏器;失超;金属禁止,,,,设备-核磁共振波谱仪(NMR)安全使用,电气-示波器检查,设备-电泳仪安全使用,3,强磁场/心脏起搏器/失超/液氦冻伤/金属禁止五维安全知识全面,scored,P2,,,3,强磁场/心脏起搏器/失超/液氦冻伤/金属禁止五维安全知识全面
ACC-0034,eval_50_human_scored,historical_scored,EV-034,生物,生物安全,生物安全柜和超净工作台有什么区别？,生物安全柜保护人、环境和样品，超净工作台仅保护样品。生物危害操作必须用生物安全柜，普通无菌操作用超净工作台。使用前检查气流与运行，佩戴手套、口罩等防护。,dify_answer_guarded,dify-workflow,26086,,,生物安全柜;超净工作台;保护人员;HEPA;紫外灯,,,,设备-超净工作台安全使用,设备-生物安全柜安全使用,PPE-实验服材质选择,3,BSC保护人+环境+样品 vs 超净台仅保护样品的核心区别准确,scored,P2,,,3,BSC保护人+环境+样品 vs 超净台仅保护样品的核心区别准确
ACC-0035,eval_50_human_scored,historical_scored,EV-035,生物,危废处置,生物实验室的废弃物应该如何处置？,生物实验室废弃物应先灭活，再按生物危废处置。固体污染耗材高压灭菌后放入生物危废袋，液体废液灭活后收集。操作全程佩戴手套、口罩、护目镜，并在生物安全柜内处理。禁止随意丢弃，交由专业危废公司转运。,dify_answer,dify-workflow,16171,,,生物危废;灭菌;锐器盒;灭活;动物尸体,,,,危废-生物废弃物处置,危废-过期化学品处置,制度-生物实验室清洁消毒,3,灭活→高压灭菌→危废袋→专业转运的全链条处置流程完整,scored,P2,,,3,灭活→高压灭菌→危废袋→专业转运的全链条处置流程完整
ACC-0036,eval_50_human_scored,historical_scored,EV-036,生物,仪器安全,使用生物安全柜时需要注意哪些操作规范？,使用生物安全柜前检查气流正常，操作轻柔避免扰动气流，穿戴手套、口罩和护目镜。-操作前后用70%乙醇消毒表面。-物品缓慢进出，废弃物及时灭菌处置。-工作结束后紫外照射，维持层流洁净。,dify_answer_guarded,dify-workflow,9372,,,生物安全柜;净化;手臂进出;前后运行;紫外灯,,,,危化品-甲苯储存与使用,危化品-丙酮安全使用,危化品-硝酸安全使用,3,气流检查→70%乙醇→轻柔操作→紫外照射的操作规范完整,scored,P2,,,3,气流检查→70%乙醇→轻柔操作→紫外照射的操作规范完整
ACC-0037,eval_50_human_scored,historical_scored,EV-037,电气,设备操作,高压电源如何上电？安全注意事项有哪些？,上电前检查接地和绝缘，双人确认后按SOP上电。步骤：1.确认设备可靠接地，绝缘完好。2.双人复核电压参数与接线。3.按规程上电，佩戴绝缘防护。,dify_answer_guarded,dify-workflow,11489,,,高压;接地;绝缘;双人确认;上电,,,,电气-高压电源上电,激光安全-激光器操作规范,危化品-氢氧化钠（NaOH）使用,3,接地/绝缘/双人复核/绝缘防护的四步上电流程清晰,scored,P2,,,3,接地/绝缘/双人复核/绝缘防护的四步上电流程清晰
ACC-0038,eval_50_human_scored,historical_scored,EV-038,电气,设备操作,示波器使用前需要检查什么？,示波器使用前须检查接地、探头完好、量程。1.确认接地线连接可靠。2.检查探头无破损并校准。3.设置正确量程和耦合方式。,dify_answer,dify-workflow,3724,,,示波器;接地;探头;量程;连接,,,,电气-示波器检查,实验开始前要检查什么,制度-化学实验室每日安全检查,3,接地/探头/量程/耦合四项检查全面,scored,P2,,,3,接地/探头/量程/耦合四项检查全面
ACC-0039,eval_50_human_scored,historical_scored,EV-039,电气,应急,如果有人触电了，正确的急救步骤是什么？,先断电，绝缘隔离，立即急救并报警。步骤：1.用绝缘物移开带电体，勿直接接触伤者。2.判断呼吸心跳，若无则立即心肺复苏。3.持续急救直到专业救援接手。,dify_answer_guarded,dify-workflow,7438,,,触电;断电;绝缘物;CPR;就医,,,,应急-触电急救,危化品-硫酸安全使用,应急-触电处置,3,断电优先→绝缘物分离→CPR→持续至专业救援的流程正确,scored,P2,,,3,断电优先→绝缘物分离→CPR→持续至专业救援的流程正确
ACC-0040,eval_50_human_scored,historical_scored,EV-040,电气,违规操作,可以用湿手插拔电源插头吗？为什么？,不可以。湿手插拔插头易导致触电事故，可能造成严重人身伤害。必须保持双手干燥，操作前确认插座无潮气，并佩戴绝缘鞋或站在干燥地面。,dify_answer,dify-workflow,6622,,,湿手;触电;禁止;干燥;安全,,,,电气-湿手插电禁忌,触电后为什么不能直接用手拉人,设备-水浴锅安全使用,3,明确否定并解释触电风险，给出干燥操作的替代方案,scored,P2,,,3,明确否定并解释触电风险，给出干燥操作的替代方案
ACC-0041,eval_50_human_scored,historical_scored,EV-041,通用,PPE,进入化学实验室必须佩戴哪些个人防护装备？,"结论:
化学实验的基础 PPE 通常包括护目镜、实验服、合适手套和封闭鞋，必要时再升级面罩、围裙或呼吸防护。。

步骤:
1. 先按实验内容确认 PPE：护目镜、实验服、合适手套是化学实验基础配置
2. 脚部穿封闭鞋，避免凉鞋、拖鞋、露趾鞋或高跟鞋进入实验区
3. 遇强腐蚀、飞溅、粉尘或挥发性风险时，再按 SOP 升级面罩、围裙或呼吸防护

禁止事项:
- 禁止穿凉鞋、拖鞋、高跟鞋或露趾鞋进入实验区
- 禁止高风险操作时省略护目镜、实验服或合适手套
- 禁止被化学品污染后继续穿戴不处理

参考依据:
- KB-PHASE4-0116: Working with Laboratory Equipment - Prudent Practices in the Laboratory, Section 7.F.1
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,13554,,,PPE;实验服;护目镜;封闭鞋子;手套,,,,PPE-实验服选择与使用,实验室安全知识-化学化工学院门户网站,化学化工实验室安全管理规范（片段4）,2,基本PPE覆盖但遗漏封闭鞋这一强制性实验室PPE要求,resolved_round4,P2,3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。",3,"第四轮复评：本地快答已补齐关键知识点并稳定命中（decision=dify_answer, model=local-fast-path）。"
ACC-0042,eval_50_human_scored,historical_scored,EV-042,通用,PPE,不同类型的实验手套应该如何选择？,根据接触物性质选择：化学品操作选用丁腈橡胶，耐腐蚀防渗透；生物样本操作选用乳胶或丁腈，一次性使用；物理切割风险选用防割手套；高温操作选用隔热手套。使用前检查手套完整性，破损立即更换。一次性手套严禁重复使用。,dify_answer,dify-workflow,13159,,,手套;丁腈;乳胶;渗透;材质,,,,PPE-手套选择指南,PPE-护目镜选择,应急-灭火器选择与使用,3,丁腈/乳胶/防割/隔热按场景分类清晰，完整性检查和禁止复用到位,scored,P2,,,3,丁腈/乳胶/防割/隔热按场景分类清晰，完整性检查和禁止复用到位
ACC-0043,eval_50_human_scored,historical_scored,EV-043,通用,PPE,什么情况下需要佩戴呼吸防护设备？如何选择？,在有毒气体/蒸气、缺氧环境或粉尘等呼吸危害场景下需佩戴。选择时先评估危害类型，再选对应滤毒盒/供气式：颗粒物用N95以上，有机气体用活性炭型，缺氧用供气式。检查密合性并定期更换滤材。,dify_answer,dify-workflow,5929,,,呼吸防护;口罩;适合性测试;滤毒盒,,,,PPE-呼吸防护选择,PPE-防噪耳塞/耳罩,危化品-二甲亚砜安全操作,3,颗粒物/有机气体/缺氧三类场景和对应滤材选择逻辑清楚,scored,P2,,,3,颗粒物/有机气体/缺氧三类场景和对应滤材选择逻辑清楚
ACC-0044,eval_50_human_scored,historical_scored,EV-044,通用,消防,实验室发生火灾时正确的处置流程是什么？,先报警并断电，小火用灭火器处置，立即组织疏散。-立即按下最近的火警报警按钮。-切断实验室内非消防电源并关气源。-小火用灭火器扑救，无法控制时果断撤离。,dify_answer_guarded,dify-workflow,6431,,,火灾;RACE;疏散;灭火器;报警,,,,应急-实验室火灾处置流程,应急-火灾疏散逃生规范,实验室危险废弃物、废液处置流程,3,报警→断电→小火扑救→大火撤离的RACE流程完整,scored,P2,,,3,报警→断电→小火扑救→大火撤离的RACE流程完整
ACC-0045,eval_50_human_scored,historical_scored,EV-045,通用,消防,实验室不同类型的火灾应该使用什么灭火器？,实验室火灾按类型选择灭火器：1)电器火：CO₂或干粉灭火器，严禁水或泡沫。2)油类/有机溶剂火：干粉、泡沫或CO₂，严禁水。3)金属火(如钠、钾)：专用D类灭火器或干燥砂，严禁水和常规灭火器。4)普通可燃物(纸、木)：水、干粉或泡沫。使用前先断电，小火用灭火器，大火立即报警疏散。,dify_answer_guarded,dify-workflow,7876,,,灭火器;火灾分类;干粉;CO₂;D类,,,,应急-灭火器选择与使用,PPE-手套选择指南,消防-灭火器选择与使用,3,电器火/油类火/金属火/普通火四类及对应灭火器选型完整准确,scored,P2,,,3,电器火/油类火/金属火/普通火四类及对应灭火器选型完整准确
ACC-0046,eval_50_human_scored,historical_scored,EV-046,通用,应急,洗眼器和安全淋浴应该怎么使用？,发生化学品喷溅眼部或身体时，立即使用。洗眼器：撑开眼睑，冲洗至少15分钟。安全淋浴：脱去污染衣物，持续冲淋至少15分钟。紧急处理后尽快就医报告。,dify_answer_guarded,dify-workflow,14080,,,洗眼器;安全淋浴;撑开眼睑;15分钟;每周检查,,,,应急-洗眼器和安全淋浴使用,应急-地震时实验室应急,应急-实验室停电应急处置,3,撑开眼睑、≥15分钟冲洗、脱去污染衣物的操作细节到位,scored,P2,,,3,撑开眼睑、≥15分钟冲洗、脱去污染衣物的操作细节到位
ACC-0047,eval_50_human_scored,historical_scored,EV-047,通用,安全制度,进入实验室工作之前需要满足什么条件？,进入实验室需完成安全培训并通过考核，同时正确佩戴个人防护用品。-培训含安全规章、化学品风险与应急处置。-考核通过后方可上岗独立操作。-实验时必须穿戴护目镜、实验服和手套，并按需求使用口罩或呼吸防护。,dify_answer,dify-workflow,7771,,,准入;培训;安全考试;承诺书;考核,,,,制度-实验室准入制度,新成员首次进实验室前要完成哪些培训,实验室安全的基本要求,3,培训→考核→PPE的三步准入条件清晰,scored,P2,,,3,培训→考核→PPE的三步准入条件清晰
ACC-0048,eval_50_human_scored,historical_scored,EV-048,通用,安全制度,实验室有哪些常见的禁止行为？,实验室常见禁止行为：严禁饮食、吸烟、穿拖鞋和短裤；严禁未经培训操作设备；严禁随意混合化学品，尤其氧化剂与易燃物；严禁废液直排下水道；严禁堵塞消防通道与安全出口。,dify_answer,dify-workflow,24324,,,禁止;饮食;拖鞋;独自;食品,,,,制度-实验室禁止行为,制度-实验室安全标识,实验室常见危险设备操作注意事项（片段2）,3,饮食/吸烟/拖鞋/未培训/乱混合/下水道/堵塞通道七类禁止全面,scored,P2,,,3,饮食/吸烟/拖鞋/未培训/乱混合/下水道/堵塞通道七类禁止全面
ACC-0049,eval_50_human_scored,historical_scored,EV-049,通用,安全制度,实验室常见的安全标识有哪些类别？,实验室常见安全标识主要分为：禁止标识（如禁止烟火）、警告标识（如当心腐蚀）、指令标识（如必须戴手套）和提示标识（如紧急出口）。,dify_answer,dify-workflow,3453,,,安全标识;禁止;警告;指令;提示,,,,制度-实验室安全标识,实验室常见危险设备操作注意事项,实验室常见危险设备操作注意事项（片段2）,3,禁止/警告/指令/提示四类标识及示例准确,scored,P2,,,3,禁止/警告/指令/提示四类标识及示例准确
ACC-0050,eval_50_human_scored,historical_scored,EV-050,通用,安全制度,化学实验室每天下班前必须检查什么？,下班前须完成安全检查：确认水、电、气、门窗；化学品归位密闭，废液已规范处置；通风柜前窗降至最低且风速正常。步骤：①关水关电，检查气瓶阀门并确认固定牢固。②检查通风柜前窗是否落下，确认挥发性药品已入柜。③有机溶剂废液分类入有机废液桶，禁止下水道。④检查所有容器标签完整、无泄漏。⑤锁闭门窗，开启安防。,dify_answer,dify-workflow,11099,,,安全检查;加热设备;气瓶;通风柜;水电,,,,制度-化学实验室每日安全检查,化学化工实验室安全管理规范（片段4）,化学化工实验室安全管理规范（片段5）,3,水电气体→通风柜→化学品归位→废液→标签→门窗的六步离室检查完整,scored,P2,,,3,水电气体→通风柜→化学品归位→废液→标签→门窗的六步离室检查完整
ACC-0051,alignment_v2_round6,proposal_alignment_round2,ALIGN-0001,化学,标签管理,化学品标签需要包含什么？,"结论:
标签应包含名称、浓度、危险性、配制日期和责任人等关键信息。

步骤:
1. 核对化学品名称、浓度和危险性信息
2. 补充配制日期、责任人等追溯信息
3. 发现标签不清或缺失时暂停使用并立即补贴

禁止事项:
- 禁止无标签存放

参考依据:
- KB-1019: GB 15258-2009 化学品安全标签编写规定
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,111,local-fast-path,给出结构化标签要点,名称;浓度;危险性;日期;责任人,,,,通用-化学品标签,化学品标签有效期与开封日期标注要求,HazCom标签要素要求,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0001）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0001）。"
ACC-0052,alignment_v2_round6,proposal_alignment_round2,ALIGN-0002,化学,储存规范,防火柜有什么使用要求？,"结论:
防火柜用于规范暂存易燃液体，重点是分类入柜、柜门关闭、远离氧化剂，并保持接地或通风要求符合制度。。

步骤:
1. 按危险特性分类入柜，易燃液体与强氧化剂、强酸等不相容化学品分开存放
2. 取放后及时关闭柜门，控制柜内暂存量，不把防火柜当普通杂物柜使用
3. 按本单位要求落实接地、通风和定期检查，柜内容器保持密闭和清晰标签

禁止事项:
- 禁止把氧化剂、强腐蚀品或无标签容器混放进防火柜
- 禁止柜门长期敞开、超量堆放或把纸箱杂物塞入柜内
- 禁止忽视接地/通风/巡检要求后继续长期使用

应急提醒:
- 防火柜周围起火：关闭柜门，撤离并按消防应急预案处理

参考依据:
- KB-MSDS-2012: NIH Fact Sheet on Chemical Storage Cabinets; NFPA 30
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,110,local-fast-path,给出规范储存要求,分类入柜;柜门关闭;禁放氧化剂;接地/通风,,,,危化品-易燃品防火柜管理,防火安全柜的正确使用方法,易燃化学品储存的防火柜要求,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0002）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0002）。"
ACC-0053,alignment_v2_round6,proposal_alignment_round2,ALIGN-0003,化学,危废处置,空试剂瓶怎么处理？,"结论:
空试剂瓶不能按普通垃圾直接丢弃，必须先处理残液和标签，再按材质或危废要求分类回收。。

步骤:
1. 先倒空残液，残液和第一次清洗液按对应化学废液收入废液桶
2. 确认瓶内不再有明显危险残留后，去除或涂盖原危险标签，避免被误用
3. 再按学校制度做分类回收；若仍受污染或不确定，按危废容器处理

禁止事项:
- 禁止带残液直接丢入普通垃圾
- 禁止未处理原标签就流入普通回收
- 禁止把清洗液直接倒入下水道

参考依据:
- KB-MSDS-2016: GB 18597-2001 危险废物贮存污染控制标准
- 相关命中 1 条，可展开引用查看原始依据。",dify_answer,local-fast-path,73,local-fast-path,给合规处置流程,倒空残液;清洗液入废液桶;去除/涂盖原标签;分类回收,,,,危废-空化学试剂瓶处置,,,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0003）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0003）。"
ACC-0054,alignment_v2_round6,proposal_alignment_round2,ALIGN-0004,通用,个人防护,封闭式鞋有什么要求？,"结论:
实验室鞋类要求以封闭、防滑、稳固为核心；凉鞋、拖鞋、露趾鞋和高跟鞋都不适合进入实验区。。

步骤:
1. 穿包裹脚趾和脚背的封闭鞋，鞋底应防滑、稳固，避免吸水后打滑
2. 禁止凉鞋、拖鞋、露趾鞋、洞洞鞋和高跟鞋进入实验区
3. 高风险场景可按 SOP 升级为防砸、防穿刺或耐化学腐蚀安全鞋

禁止事项:
- 禁止穿凉鞋、拖鞋、露趾鞋或高跟鞋做实验
- 禁止把普通布鞋当作高风险区域的唯一防护
- 禁止鞋面被污染后继续长时间使用不处理

参考依据:
- KB-EQUIP2-0004: 离心机(Centrifuge)安全操作规范
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,148,local-fast-path,给穿戴要求,封闭鞋;防滑;禁凉鞋拖鞋;高风险区可用安全鞋,,,,离心机(Centrifuge)安全操作规范,安全鞋/防化鞋在实验室中的必要性,实验室鞋类防护,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0004）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0004）。"
ACC-0055,alignment_v2_round6,proposal_alignment_round2,ALIGN-0005,化学,通风柜,通风柜窗扇应该开到多高？,"结论:
通风柜窗扇应保持在本柜体规定的安全高度，不要把头伸入柜内，报警或气流异常时必须停用。。

步骤:
1. 按柜体安全标线或规定高度操作，通常保持在指定安全高度范围内
2. 操作时手在柜内、头不伸入柜内，避免堆物堵塞进排风气流
3. 如风速报警、排风异常或窗扇损坏，应立即停用并报修

禁止事项:
- 禁止把窗扇开得过高仍继续做挥发性操作
- 禁止将头部长时间伸入柜内观察或操作
- 禁止报警状态下继续使用或把通风柜当储物柜堆满物品

应急提醒:
- 通风柜故障/排风停:立即停止操作+关窗扇+撤出→报告设施部

参考依据:
- KB-BLK-9633010085: OSHA 29 CFR 1910.1450
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,133,local-fast-path,给通风柜使用要点,安全高度;不把头伸入;报警停用;避免堆物,,,,化学通风柜的正确使用——安全操作和维护,通风柜面风速的标准范围和检测方法,实验室安全-通风柜使用,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0005）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0005）。"
ACC-0056,alignment_v2_round6,proposal_alignment_round2,ALIGN-0006,化学,危废标签,废液桶标签至少要写什么？,"结论:
废液桶标签至少要写清名称或主要成分、危险性、日期和责任人，确保后续暂存、转运和处置可追溯。。

步骤:
1. 标明废液名称或主要成分，混合废液要写出关键成分而不是只写“废液”
2. 补充危险性信息，如易燃、腐蚀、有毒、含卤代或含重金属等
3. 写明开始收集日期和责任人，标签保持清晰、耐污、可追溯

禁止事项:
- 禁止只写“废液”而不写成分
- 禁止无日期、无责任人就长期暂存
- 禁止标签模糊脱落后仍继续往桶内加废液

参考依据:
- KB-BLK-9633010072: Cornell Hazardous Waste Manual
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,130,local-fast-path,给标签要求,名称/成分;危害性;日期;责任人,,,,实验室危险废物标签的规范填写,危险废物标签——必须原地贴好不是装满才贴,实验室危废桶上的标签应该怎么填写？,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0006）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0006）。"
ACC-0057,alignment_v2_round6,proposal_alignment_round2,ALIGN-0007,通用,实验准入,实验室第一天应该先学哪些安全内容？,"结论:
新同学第一次进入实验或独立操作前，必须先完成准入培训、PPE 要求、SOP 学习和导师确认。。

步骤:
1. 先完成实验室通用准入培训，认识 PPE、应急设施、危险标识和基本禁令
2. 学习本课题相关 SOP、化学品 SDS 和设备专项要求，经老师或导师确认理解后再上手
3. 完成必要考核或授权登记，确认具备进入实验区和开展操作的准入资格

禁止事项:
- 禁止未培训、未考核就直接做实验
- 禁止不了解 SOP 和应急路线就独立上机或接触化学品
- 禁止把第一次进实验室当普通参观而省略准入授权

应急提醒:
- 铁磁性物体被吸入磁体时立即撤离所有人员,关闭磁体房间,联系专业人员处理。不要试图自行移除吸附在磁体上的物体。

参考依据:
- KB-RECO-0033: Agilent MR Systems Safety Guide - Magnetic Field Safety
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,117,local-fast-path,给入门清单,准入培训;PPE;应急设施;规则禁令;SOP,,,,NMR强磁场区域安全准入与铁磁性物体防护规程,清华大学实验室安全准入三级培训体系,Stanford大学化学系三级安全培训体系,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0007）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0007）。"
ACC-0058,alignment_v2_round6,proposal_alignment_round2,ALIGN-0008,通用,风险评估,实验室风险评估的基本步骤是什么？,"结论:
实验室风险评估的基本步骤通常是：识别危害、评估风险、制定控制措施，并在条件变化后复审。。

步骤:
1. 先识别人员、化学品、设备、环境和操作步骤中的主要危害
2. 再评估暴露概率与后果严重性，判断风险等级和关键失效点
3. 据此制定控制措施与应急准备，并在实验前和条件变化后复审更新

禁止事项:
- 禁止未识别危害就直接开展高风险实验
- 禁止只写一个“低风险”结论而没有控制措施
- 禁止实验条件已变更却继续沿用旧评估

参考依据:
- KB-RECO-0323: Biosafety in Microbiological and Biomedical Laboratories (BMBL) 6th Edition
- 相关命中 3 条，可展开引用查看原始依据。",dify_answer,local-fast-path,109,local-fast-path,给分步方法,识别危害;评估风险;控制措施;复审,,,,CDC BMBL：生物安全风险评估原则,GB 19489-2008：风险评估与风险控制要求,WHO LBM4：风险评估框架要求,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0008）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0008）。"
ACC-0059,alignment_v2_round6,proposal_alignment_round2,ALIGN-0009,化学,配酸操作,稀释浓硫酸时为什么一定要酸倒入水中？,"结论:
稀释浓酸必须酸入水，核心原因是强放热会导致局部暴沸和飞溅；正确做法是慢慢加、做好 PPE 并优先在通风柜或通风良好处操作。。

步骤:
1. 先在耐热容器中加水，必要时提前冰浴降温，再沿器壁慢慢加入浓酸并持续搅拌
2. 全过程佩戴护目镜、实验服和合适手套，控制加料速度，防止强放热引发飞溅
3. 优先在通风柜或通风良好处进行，配制完成后及时贴签并检查容器温升

禁止事项:
- 禁止把水直接倒入浓酸
- 禁止一次性快速倒入造成暴沸飞溅
- 禁止不戴 PPE 就在台面随意配酸

应急提醒:
- 按应急预案处理

参考依据:
- KB-1023: 化学品安全数据说明书（SDS）-硫酸/盐酸
- 相关命中 1 条，可展开引用查看原始依据。",dify_answer,local-fast-path,130,local-fast-path,给安全解释和规范做法,放热;飞溅风险;慢慢加;PPE;通风柜,,,,化学-配酸顺序,,,,,resolved_round5,P2,3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0009）。",3,"第五轮复评：变体问法仍稳定覆盖核心安全点，回答与预期路由一致（decision=dify_answer, model=local-fast-path, eval_id=ALIGN-0009）。"
ACC-0060,alignment_v2_round6,proposal_alignment_round2,ALIGN-0010,化学,分类储存,硝酸和乙醇能放在同一个柜子里吗？,"结论:
不能。硝酸属于强氧化性酸，乙醇属于易燃有机溶剂，应按不相容化学品分开储存，不得放在同一柜体或同层。

步骤:
1. 先按化学品相容性重新核对危险特性，不要只看是否‘都能进柜’。
2. 氧化性酸、易燃有机溶剂等不相容物质应分柜或分区隔离存放。
3. 如现场柜体分类不明确，先暂停放置并联系实验室负责人确认。

禁止事项:
- 禁止将不相容化学品同柜、同层或紧邻混放。
- 禁止在未核对标签、浓度和危险类别前凭经验判断可否共存。

参考依据:
- KB-GAP-8042: Cornell Lab Safety Manual Ch.7 Transporting Chemicals; Hazardous Materials Transportation Act
- KB-BLK-9079: OSHA 29 CFR 1910.1450 - Laboratory Standard
- KB-BLK-9153: Prudent Practices in the Laboratory (National Academies Press)",rule_direct_answer,rule-engine,69,rule-engine,拒绝危险混放并给正确储存,不能;氧化剂与易燃物分开;不相容储存,,,,在校园内不同实验室之间转运化学品需要注意什么？,UPS(不间断电源)的电池安全与维护,化学相容性速查——任何化学家必须掌握的禁忌组合,,,resolved_round4,P2,3,"第四轮复评：路由与动作符合申报书对齐预期（decision=rule_direct_answer, model=rule-engine）。",3,"第四轮复评：路由与动作符合申报书对齐预期（decision=rule_direct_answer, model=rule-engine）。"
