id,title,old_url,new_url,old_source_title,new_source_title,old_source_org,new_source_org,reason
KB-EQUIP2-0015,实验室油浴锅(Oil Bath)安全操作,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/166-heat-and-heating-devices,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/166-heat-and,Cornell Laboratory Safety Manual Ch.16.6 Heat and Heating Devices,Cornell Laboratory Safety Manual Ch.16.6 Heat and Heating Devices,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.6 Heat and Heating Devices slug changed.
KB-EQUIP2-0016,实验室沙浴(Sand Bath)安全使用,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/166-heat-and-heating-devices,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/166-heat-and,Cornell Laboratory Safety Manual Ch.16.6 Heat and Heating Devices,Cornell Laboratory Safety Manual Ch.16.6 Heat and Heating Devices,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.6 Heat and Heating Devices slug changed.
KB-EQUIP2-0017,实验室真空泵(Vacuum Pump)安全操作,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/1612-glass-under-vacuum,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/1612-glass,Cornell Laboratory Safety Manual Ch.16.12 Glass Under Vacuum,Cornell Laboratory Safety Manual Ch.16.12 Glass Under Vacuum,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.12 Glass Under Vacuum slug changed.
KB-EQUIP2-0018,真空玻璃器皿操作安全,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/1612-glass-under-vacuum,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/1612-glass,Cornell Laboratory Safety Manual Ch.16.12 Glass Under Vacuum,Cornell Laboratory Safety Manual Ch.16.12 Glass Under Vacuum,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.12 Glass Under Vacuum slug changed.
KB-EQUIP2-0027,实验室压力容器与气瓶安全使用,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164-compressed-gases,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.4 Compressed Gases slug changed.
KB-EQUIP2-0028,乙炔气瓶特殊安全要求,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164-compressed-gases,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.4 Compressed Gases slug changed.
KB-CHEM2-0027,乙炔(Acetylene)实验室安全使用,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164-compressed-gases,https://ehs.cornell.edu/research-safety/chemical-safety/laboratory-safety-manual/chapter-16-physical-hazards/164,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,Cornell Laboratory Safety Manual Ch.16.4 Compressed Gases,"Cornell University Environment, Health and Safety","Cornell University Environment, Health and Safety",Cornell EHS 16.4 Compressed Gases slug changed.
KB-BLK-9004,有毒气体泄漏——保命优先,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved to the current guidelines document URL.
KB-BLK-9005,可燃气体泄漏——任何火花都可能引发爆炸,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved to the current guidelines document URL.
KB-BLK-9042,危险废物标签——必须原地贴好不是装满才贴,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9043,含卤废液为什么要跟无卤废液分开——二噁英和成本,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9064,激光对准——所有激光操作中最危险的环节,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9065,激光器的非光束危害——有时候比光束本身更危险,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9066,激光加工中的空气污染物——切割PVC可能释放光气,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9067,Class 3B/4激光区的门禁联锁和安全标识要求,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9073,气瓶遇火——可能发生BLEVE(沸腾液体膨胀蒸气爆炸),https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved to the current guidelines document URL.
KB-BLK-9093,压缩气体气瓶的正确搬运方法,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved to the current guidelines document URL.
KB-BLK-9105,低温液体(Cryogens)的综合安全指南,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved to the current guidelines document URL.
KB-BLK-9106,化学废物混合存放的兼容性速查原则,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9107,化学品废液暂存区(卫星积累区)的管理规定,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9131,激光安全等级(Class 1到Class 4)及对应控制措施,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9132,飞秒/皮秒(超短脉冲)激光的特殊眼危害,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9149,实验室废液减量化——源头控制优于末端治理,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9177,过期化学品的安全识别和处置流程,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9178,实验室废旧电池的分类和处置,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9633010037,含多氯联苯(PCB)的设备废物识别和处置,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9633010038,"""空的""化学品瓶是真正的空吗？如何处理？",https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9633010052,气瓶被撞击或倾倒后的风险评估,https://ors.od.nih.gov/sr/dohs/safety/compressed-gas-cryogen-safety.pdf,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,NIH Compressed Gas and Cryogen Safety Guidelines,NIH Compressed Gas and Cryogen Safety Guidelines,NIH ORS,NIH ORS,NIH ORS compressed gas and cryogen PDF moved from the old safety path to the current guidelines document URL.
KB-BLK-9633010070,不明化学品/未知废物的安全鉴定与处置,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9633010072,实验室危险废物标签的规范填写,https://ehs.cornell.edu/environmental-compliance/hazardous-waste,https://ehs.cornell.edu/manuals/hazardous-waste-manual,Cornell Hazardous Waste Manual,Cornell Hazardous Waste Manual,Cornell EHS,Cornell EHS,Cornell EHS hazardous waste page moved to the current Hazardous Waste Manual.
KB-BLK-9633010097,激光粒度分析仪的安全操作——激光和化学品,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9633010099,超短脉冲激光(飞秒/皮秒)的特殊危害——非线性吸收,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
KB-BLK-9633010100,激光杂散光(Stray Light)和终止器(Beam Dump)的安全管理,https://ors.od.nih.gov/sr/dohs/safety/laser/Pages/default.aspx,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,NIH Laser Safety Program,NIH Laser Safety Program,NIH ORS,NIH ORS,NIH ORS laser safety program page moved; replaced with the current NIH Laser Safety Program PDF.
